Year,County,Value
1997,POSEY,109.9
1997,SPENCER,94.2
1997,SULLIVAN,102.2
1997,VANDERBURGH,108.7
1997,WARRICK,106.3
1997,CLAY,111.7
1997,FOUNTAIN,110.3
1997,MONTGOMERY,111.3
1997,OWEN,113
1997,PARKE,112.1
1997,PUTNAM,112.1
1997,TIPPECANOE,115.1
1997,VERMILLION,110.5
1997,VIGO,104.3
1997,WARREN,109.9
1996,BARTHOLOMEW,116.7
1996,BOONE,113
1996,CLINTON,133.3
1996,DECATUR,120.8
1996,GRANT,117.9
1996,HAMILTON,117.5
1996,HANCOCK,125.4
1996,HENDRICKS,121.6
1996,HOWARD,142.8
1996,JOHNSON,109
1996,MADISON,129.8
1996,MARION,121.4
1996,MORGAN,127
1996,RUSH,126.7
1996,SHELBY,121.5
1996,TIPTON,131.2
1996,BLACKFORD,117.5
1996,DELAWARE,106.3
1996,FAYETTE,115.3
1996,HENRY,117.1
1996,JAY,92.6
1996,RANDOLPH,110.3
1996,UNION,120.2
1996,WAYNE,106.9
1996,CARROLL,149
1996,CASS,141.2
1996,ELKHART,110.4
1996,FULTON,126.7
1996,KOSCIUSKO,119.1
1996,MARSHALL,108.1
1996,MIAMI,132.2
1996,ST. JOSEPH,106.7
1996,WABASH,124.2
1996,ADAMS,119.6
1996,ALLEN,123.6
1996,DE KALB,97.9
1996,HUNTINGTON,118.5
1996,LAGRANGE,103.9
1996,NOBLE,112.7
1996,STEUBEN,106
1996,WELLS,123.1
1996,WHITLEY,109.1
1996,BENTON,138
1996,JASPER,125
1996,LA PORTE,126.9
1996,LAKE,112.7
1996,NEWTON,127.8
1996,PORTER,136.4
1996,PULASKI,110.3
1996,STARKE,103.2
1996,WHITE,147.8
1996,BROWN,96.7
1996,CRAWFORD,102.6
1996,FLOYD,102.3
1996,HARRISON,107
1996,JACKSON,129.2
1996,LAWRENCE,90.2
1996,MONROE,103.3
1996,ORANGE,115.8
1996,PERRY,114.9
1996,WASHINGTON,120.5
1996,CLARK,126.6
1996,DEARBORN,91.8
1996,FRANKLIN,112.7
1996,JEFFERSON,101
1996,JENNINGS,115.2
1996,OTHER (COMBINED) COUNTIES,90.3
1996,RIPLEY,103
1996,SCOTT,128.2
1996,DAVIESS,122.1
1996,DUBOIS,124
1996,GIBSON,136.3
1996,GREENE,106.7
1996,KNOX,131
1996,MARTIN,119.1
1996,PIKE,126.2
1996,POSEY,140.2
1996,SPENCER,123.9
1996,SULLIVAN,112.3
1996,VANDERBURGH,136.2
1996,WARRICK,123
1996,CLAY,107.7
1996,FOUNTAIN,129.6
1996,MONTGOMERY,124.2
1996,OWEN,92.9
1996,PARKE,111.4
1996,PUTNAM,126.4
1996,TIPPECANOE,132.1
1996,VERMILLION,125.5
1996,VIGO,96.9
1996,WARREN,140.1
1995,BARTHOLOMEW,117
1995,BOONE,106
1995,CLINTON,102
1995,DECATUR,132
1995,GRANT,116
1995,HAMILTON,104
1995,HANCOCK,113
1995,HENDRICKS,120
1995,HOWARD,123
1995,JOHNSON,121
1995,MADISON,119
1995,MARION,107
1995,MORGAN,122
1995,RUSH,120
1995,SHELBY,115
1995,TIPTON,112
1995,BLACKFORD,108
1995,DELAWARE,121
1995,FAYETTE,116
1995,HENRY,111
1995,JAY,109
1995,RANDOLPH,119
1995,UNION,128
1995,WAYNE,107
1995,CARROLL,120
1995,CASS,115
1995,ELKHART,115
1995,FULTON,109
1995,KOSCIUSKO,111
1995,MARSHALL,113
1995,MIAMI,111
1995,ST. JOSEPH,121
1995,WABASH,113
1995,ADAMS,126
1995,ALLEN,130
1995,DE KALB,108
1995,HUNTINGTON,112
1995,LAGRANGE,115
1995,NOBLE,110
1995,STEUBEN,105
1995,WELLS,114
1995,WHITLEY,120
1995,BENTON,87
1995,JASPER,99
1995,LA PORTE,129
1995,LAKE,113
1995,NEWTON,99
1995,PORTER,128
1995,PULASKI,103
1995,STARKE,114
1995,WHITE,117
1995,BROWN,106
1995,CRAWFORD,98
1995,FLOYD,105
1995,HARRISON,101
1995,JACKSON,114
1995,LAWRENCE,98
1995,MONROE,95
1995,ORANGE,97
1995,PERRY,105
1995,WASHINGTON,100
1995,CLARK,104
1995,DEARBORN,112
1995,FRANKLIN,115
1995,JEFFERSON,112
1995,JENNINGS,117
1995,OTHER (COMBINED) COUNTIES,114
1995,RIPLEY,121
1995,SCOTT,109
1995,DAVIESS,120
1995,DUBOIS,102
1995,GIBSON,114
1995,GREENE,122
1995,KNOX,123
1995,MARTIN,114
1995,PIKE,99
1995,POSEY,120
1995,SPENCER,101
1995,SULLIVAN,111
1995,VANDERBURGH,110
1995,WARRICK,96
1995,CLAY,123
1995,FOUNTAIN,112
1995,MONTGOMERY,115
1995,OWEN,110
1995,PARKE,117
1995,PUTNAM,117
1995,TIPPECANOE,108
1995,VERMILLION,112
1995,VIGO,111
1995,WARREN,92
1994,BARTHOLOMEW,129.1
1994,BOONE,164.4
1994,CLINTON,170.1
1994,DECATUR,149.5
1994,GRANT,155.2
1994,HAMILTON,151.4
1994,HANCOCK,145.6
1994,HENDRICKS,148.2
1994,HOWARD,164.1
1994,JOHNSON,139.9
1994,MADISON,156.2
1994,MARION,139.3
1994,MORGAN,138.5
1994,RUSH,149
1994,SHELBY,139.5
1994,TIPTON,167.1
1994,BLACKFORD,146.2
1994,DELAWARE,158.9
1994,FAYETTE,144.5
1994,HENRY,146.7
1994,JAY,141.8
1994,RANDOLPH,158.3
1994,UNION,148.2
1994,WAYNE,148.9
1994,CARROLL,165.5
1994,CASS,154.3
1994,ELKHART,135.8
1994,FULTON,145.9
1994,KOSCIUSKO,140.1
1994,MARSHALL,139.3
1994,MIAMI,150.9
1994,ST. JOSEPH,141.4
1994,WABASH,149.7
1994,ADAMS,139.1
1994,ALLEN,140
1994,DE KALB,119
1994,HUNTINGTON,144.6
1994,LAGRANGE,112.4
1994,NOBLE,119.7
1994,STEUBEN,113.9
1994,WELLS,145.8
1994,WHITLEY,133.7
1994,BENTON,162.5
1994,JASPER,150.8
1994,LA PORTE,143.8
1994,LAKE,140.9
1994,NEWTON,146.2
1994,PORTER,147.6
1994,PULASKI,135.8
1994,STARKE,135
1994,WHITE,158.7
1994,BROWN,121.4
1994,CRAWFORD,118.4
1994,FLOYD,115.6
1994,HARRISON,115
1994,JACKSON,133.9
1994,LAWRENCE,124.2
1994,MONROE,126.3
1994,ORANGE,126.2
1994,PERRY,121.3
1994,WASHINGTON,116.5
1994,CLARK,123.5
1994,DEARBORN,125.8
1994,FRANKLIN,131.3
1994,JEFFERSON,126.2
1994,JENNINGS,142.3
1994,OHIO,120.4
1994,RIPLEY,137.6
1994,SCOTT,133
1994,SWITZERLAND,121.1
1994,DAVIESS,137.3
1994,DUBOIS,123.5
1994,GIBSON,121.6
1994,GREENE,129.3
1994,KNOX,126.4
1994,MARTIN,122
1994,PIKE,119.5
1994,POSEY,126.4
1994,SPENCER,130.3
1994,SULLIVAN,136.1
1994,VANDERBURGH,133.8
1994,WARRICK,124.5
1994,CLAY,144.6
1994,FOUNTAIN,151.6
1994,MONTGOMERY,156.4
1994,OWEN,137.5
1994,PARKE,140.8
1994,PUTNAM,137.8
1994,TIPPECANOE,159.4
1994,VERMILLION,152.9
1994,VIGO,140.5
1994,WARREN,162.7
1993,BARTHOLOMEW,137.2
1993,BOONE,142.6
1993,CLINTON,141.8
1993,DECATUR,144.3
1993,GRANT,143.8
1993,HAMILTON,141.6
1993,HANCOCK,151.3
1993,HENDRICKS,147.6
1993,HOWARD,143.9
1993,JOHNSON,145.6
1993,MADISON,146.6
1993,MARION,148.5
1993,MORGAN,141.6
1993,RUSH,151.2
1993,SHELBY,146.9
1993,TIPTON,145.7
1993,BLACKFORD,132.4
1993,DELAWARE,132.8
1993,FAYETTE,132.4
1993,HENRY,138.3
1993,JAY,119
1993,RANDOLPH,123.9
1993,UNION,132.4
1993,WAYNE,130.4
1993,CARROLL,142.5
1993,CASS,139.9
1993,ELKHART,118.2
1993,FULTON,119
1993,KOSCIUSKO,115.2
1993,MARSHALL,119.7
1993,MIAMI,137.8
1993,ST. JOSEPH,116.8
1993,WABASH,138
1993,ADAMS,114
1993,ALLEN,116
1993,DE KALB,118.6
1993,HUNTINGTON,132
1993,LAGRANGE,111.2
1993,NOBLE,116.3
1993,STEUBEN,116
1993,WELLS,130.2
1993,WHITLEY,122.7
1993,BENTON,131.5
1993,JASPER,121.1
1993,LA PORTE,118
1993,LAKE,118.5
1993,NEWTON,121.7
1993,PORTER,117.7
1993,PULASKI,119
1993,STARKE,117
1993,WHITE,130.5
1993,BROWN,133
1993,CRAWFORD,115.7
1993,FLOYD,129.1
1993,HARRISON,120.4
1993,JACKSON,127.5
1993,LAWRENCE,117
1993,MONROE,137.9
1993,ORANGE,128.5
1993,PERRY,120.3
1993,WASHINGTON,117.9
1993,CLARK,124.6
1993,DEARBORN,118.8
1993,FRANKLIN,127.4
1993,JEFFERSON,117
1993,JENNINGS,131.4
1993,OHIO,115
1993,RIPLEY,126.2
1993,SCOTT,126.4
1993,SWITZERLAND,118.4
1993,DAVIESS,132.8
1993,DUBOIS,126.9
1993,GIBSON,140
1993,GREENE,134.6
1993,KNOX,141
1993,MARTIN,135.7
1993,PIKE,137.4
1993,POSEY,136
1993,SPENCER,115.6
1993,SULLIVAN,140.3
1993,VANDERBURGH,134.7
1993,WARRICK,117.1
1993,CLAY,134.1
1993,FOUNTAIN,138.8
1993,MONTGOMERY,142.6
1993,OWEN,134.7
1993,PARKE,133.9
1993,PUTNAM,135.7
1993,TIPPECANOE,137
1993,VERMILLION,135.5
1993,VIGO,141.7
1993,WARREN,139.6
1992,BARTHOLOMEW,154.1
1992,BOONE,155.4
1992,CLINTON,153.4
1992,DECATUR,157.4
1992,GRANT,153
1992,HAMILTON,150.3
1992,HANCOCK,154.3
1992,HENDRICKS,155.1
1992,HOWARD,156.4
1992,JOHNSON,158.9
1992,MADISON,151.2
1992,MARION,150.3
1992,MORGAN,152.5
1992,RUSH,158.8
1992,SHELBY,155.9
1992,TIPTON,150.5
1992,BLACKFORD,143.9
1992,DELAWARE,144.2
1992,FAYETTE,153.2
1992,HENRY,150.1
1992,JAY,137.2
1992,RANDOLPH,141.2
1992,UNION,154.7
1992,WAYNE,151.2
1992,CARROLL,158.9
1992,CASS,148.9
1992,ELKHART,131.8
1992,FULTON,134.3
1992,KOSCIUSKO,136.3
1992,MARSHALL,130.3
1992,MIAMI,142.4
1992,ST. JOSEPH,128.8
1992,WABASH,145.4
1992,ADAMS,146.3
1992,ALLEN,145.5
1992,DE KALB,132.2
1992,HUNTINGTON,145.1
1992,LAGRANGE,128.1
1992,NOBLE,132.2
1992,STEUBEN,125.2
1992,WELLS,148.4
1992,WHITLEY,137.3
1992,BENTON,149.4
1992,JASPER,142.3
1992,LA PORTE,127.1
1992,LAKE,128.4
1992,NEWTON,149.3
1992,PORTER,132.8
1992,PULASKI,129.3
1992,STARKE,121.9
1992,WHITE,150.8
1992,BROWN,131.3
1992,CRAWFORD,135.8
1992,FLOYD,134.9
1992,HARRISON,134.9
1992,JACKSON,146.2
1992,LAWRENCE,136.9
1992,MONROE,133.3
1992,ORANGE,138.7
1992,PERRY,132.3
1992,WASHINGTON,139
1992,CLARK,135.4
1992,DEARBORN,134.5
1992,FRANKLIN,148.6
1992,JEFFERSON,141.9
1992,JENNINGS,151
1992,OHIO,132.9
1992,RIPLEY,147.3
1992,SCOTT,139.5
1992,SWITZERLAND,130.5
1992,DAVIESS,159.9
1992,DUBOIS,154.9
1992,GIBSON,157.9
1992,GREENE,152.9
1992,KNOX,163.9
1992,MARTIN,154.3
1992,PIKE,152.9
1992,POSEY,159.9
1992,SPENCER,146.9
1992,SULLIVAN,162.9
1992,VANDERBURGH,157.4
1992,WARRICK,150.4
1992,CLAY,147.8
1992,FOUNTAIN,149.4
1992,MONTGOMERY,149.4
1992,OWEN,142.8
1992,PARKE,146.4
1992,PUTNAM,146.3
1992,TIPPECANOE,152.3
1992,VERMILLION,152.8
1992,VIGO,151.1
1992,WARREN,151.8
1991,BARTHOLOMEW,96.8
1991,BOONE,86
1991,CLINTON,87
1991,DECATUR,109.7
1991,GRANT,114.6
1991,HAMILTON,83
1991,HANCOCK,107.7
1991,HENDRICKS,96.8
1991,HOWARD,117.6
1991,JOHNSON,106.7
1991,MADISON,112.7
1991,MARION,84
1991,MORGAN,118.6
1991,RUSH,102.8
1991,SHELBY,107.7
1991,TIPTON,106.7
1991,BLACKFORD,97.9
1991,DELAWARE,107.7
1991,FAYETTE,89.9
1991,HENRY,102.8
1991,JAY,94.9
1991,RANDOLPH,104.8
1991,UNION,105.7
1991,WAYNE,102.8
1991,CARROLL,105.7
1991,CASS,91.9
1991,ELKHART,96.8
1991,FULTON,93.9
1991,KOSCIUSKO,89.9
1991,MARSHALL,90.9
1991,MIAMI,101.8
1991,ST. JOSEPH,88
1991,WABASH,103.8
1991,ADAMS,93.9
1991,ALLEN,103.8
1991,DE KALB,98.8
1991,HUNTINGTON,99.8
1991,LAGRANGE,107.7
1991,NOBLE,102.8
1991,STEUBEN,103.8
1991,WELLS,92.9
1991,WHITLEY,96.8
1991,BENTON,78.1
1991,JASPER,77.1
1991,LA PORTE,78.1
1991,LAKE,59.3
1991,NEWTON,84
1991,PORTER,80.1
1991,PULASKI,74.1
1991,STARKE,76.1
1991,WHITE,87
1991,BROWN,85
1991,CRAWFORD,64.3
1991,FLOYD,59.3
1991,HARRISON,60.3
1991,JACKSON,69.2
1991,LAWRENCE,61.3
1991,MONROE,93.9
1991,ORANGE,62.3
1991,PERRY,86
1991,WASHINGTON,60.3
1991,CLARK,77.1
1991,DEARBORN,86
1991,FRANKLIN,88
1991,JEFFERSON,84
1991,JENNINGS,93.9
1991,OHIO,90.9
1991,RIPLEY,88.9
1991,SCOTT,94.9
1991,SWITZERLAND,82
1991,DAVIESS,92.9
1991,DUBOIS,82
1991,GIBSON,103.8
1991,GREENE,88
1991,KNOX,100.8
1991,MARTIN,81
1991,PIKE,88.9
1991,POSEY,95.9
1991,SPENCER,92.9
1991,SULLIVAN,95.9
1991,VANDERBURGH,89.9
1991,WARRICK,86
1991,CLAY,107.7
1991,FOUNTAIN,60.3
1991,MONTGOMERY,77.1
1991,OWEN,102.8
1991,PARKE,86
1991,PUTNAM,103.8
1991,TIPPECANOE,76.1
1991,VERMILLION,100.8
1991,VIGO,104.8
1991,WARREN,69.2
1990,BARTHOLOMEW,129.6
1990,BOONE,136.6
1990,CLINTON,143.6
1990,DECATUR,130.6
1990,GRANT,129.6
1990,HAMILTON,135.6
1990,HANCOCK,130.6
1990,HENDRICKS,138.6
1990,HOWARD,140.6
1990,JOHNSON,136.6
1990,MADISON,133.6
1990,MARION,133.6
1990,MORGAN,134.6
1990,RUSH,126.5
1990,SHELBY,138.6
1990,TIPTON,135.6
1990,BLACKFORD,123.5
1990,DELAWARE,125.5
1990,FAYETTE,129.6
1990,HENRY,122.5
1990,JAY,115.5
1990,RANDOLPH,117.5
1990,UNION,130.6
1990,WAYNE,127.6
1990,CARROLL,147.6
1990,CASS,130.6
1990,ELKHART,129.6
1990,FULTON,124.5
1990,KOSCIUSKO,127.5
1990,MARSHALL,130.6
1990,MIAMI,133.6
1990,ST. JOSEPH,125.5
1990,WABASH,135.6
1990,ADAMS,128.6
1990,ALLEN,130.6
1990,DE KALB,120.5
1990,HUNTINGTON,129.6
1990,LAGRANGE,119.5
1990,NOBLE,121.5
1990,STEUBEN,116.5
1990,WELLS,133.6
1990,WHITLEY,127.5
1990,BENTON,140.6
1990,JASPER,129.6
1990,LA PORTE,134.6
1990,LAKE,125.5
1990,NEWTON,139.6
1990,PORTER,133.6
1990,PULASKI,128.6
1990,STARKE,127.5
1990,WHITE,133.6
1990,BROWN,115.5
1990,CRAWFORD,98.4
1990,FLOYD,109.5
1990,HARRISON,95.4
1990,JACKSON,113.5
1990,LAWRENCE,99.4
1990,MONROE,113.5
1990,ORANGE,111.5
1990,PERRY,114.5
1990,WASHINGTON,101.4
1990,CLARK,100.4
1990,DEARBORN,110.5
1990,FRANKLIN,130.6
1990,JEFFERSON,109.5
1990,JENNINGS,120.5
1990,OHIO,118.5
1990,RIPLEY,117.5
1990,SCOTT,116.5
1990,SWITZERLAND,114.5
1990,DAVIESS,117.5
1990,DUBOIS,119.5
1990,GIBSON,127.6
1990,GREENE,117.5
1990,KNOX,113.5
1990,MARTIN,104.5
1990,PIKE,108.5
1990,POSEY,116.5
1990,SPENCER,119.5
1990,SULLIVAN,121.5
1990,VANDERBURGH,119.5
1990,WARRICK,111.5
1990,CLAY,129.6
1990,FOUNTAIN,132.6
1990,MONTGOMERY,141.6
1990,OWEN,118.5
1990,PARKE,132.6
1990,PUTNAM,132.6
1990,TIPPECANOE,144.6
1990,VERMILLION,133.6
1990,VIGO,125.5
1990,WARREN,142.6
1989,BARTHOLOMEW,132
1989,BOONE,139
1989,CLINTON,143.1
1989,DECATUR,133
1989,GRANT,134
1989,HAMILTON,137
1989,HANCOCK,136
1989,HENDRICKS,139
1989,HOWARD,142.1
1989,JOHNSON,135
1989,MADISON,142.1
1989,MARION,137
1989,MORGAN,141.1
1989,RUSH,136
1989,SHELBY,134
1989,TIPTON,140.1
1989,BLACKFORD,118.9
1989,DELAWARE,131
1989,FAYETTE,124.9
1989,HENRY,113.9
1989,JAY,106.8
1989,RANDOLPH,117.9
1989,UNION,125.9
1989,WAYNE,118.9
1989,CARROLL,145.1
1989,CASS,142.1
1989,ELKHART,135
1989,FULTON,133
1989,KOSCIUSKO,128
1989,MARSHALL,125.9
1989,MIAMI,136
1989,ST. JOSEPH,133
1989,WABASH,139
1989,ADAMS,117.9
1989,ALLEN,115.9
1989,DE KALB,117.9
1989,HUNTINGTON,128
1989,LAGRANGE,121.9
1989,NOBLE,119.9
1989,STEUBEN,115.9
1989,WELLS,118.9
1989,WHITLEY,120.9
1989,BENTON,143.1
1989,JASPER,136
1989,LA PORTE,136
1989,LAKE,123.9
1989,NEWTON,138
1989,PORTER,135
1989,PULASKI,125.9
1989,STARKE,128
1989,WHITE,144.1
1989,BROWN,124.9
1989,CRAWFORD,115.9
1989,FLOYD,121.9
1989,HARRISON,124.9
1989,JACKSON,114.9
1989,LAWRENCE,121.9
1989,MONROE,123.9
1989,ORANGE,117.9
1989,PERRY,119.9
1989,WASHINGTON,115.9
1989,CLARK,124.9
1989,DEARBORN,132
1989,FRANKLIN,123.9
1989,JEFFERSON,114.9
1989,JENNINGS,131
1989,OHIO,108.8
1989,RIPLEY,123.9
1989,SCOTT,114.9
1989,SWITZERLAND,131
1989,DAVIESS,140.1
1989,DUBOIS,137
1989,GIBSON,134
1989,GREENE,131
1989,KNOX,140.1
1989,MARTIN,129
1989,PIKE,140.1
1989,POSEY,141.1
1989,SPENCER,127
1989,SULLIVAN,136
1989,VANDERBURGH,139
1989,WARRICK,125.9
1989,CLAY,140.1
1989,FOUNTAIN,138
1989,MONTGOMERY,144.1
1989,OWEN,133
1989,PARKE,132
1989,PUTNAM,135
1989,TIPPECANOE,139
1989,VERMILLION,136
1989,VIGO,133
1989,WARREN,144.1
1988,BARTHOLOMEW,79.1
1988,BOONE,89.1
1988,CLINTON,95.1
1988,DECATUR,90.1
1988,GRANT,93.1
1988,HAMILTON,85.1
1988,HANCOCK,85.1
1988,HENDRICKS,80.1
1988,HOWARD,97.1
1988,JOHNSON,85.1
1988,MADISON,87.1
1988,MARION,79.1
1988,MORGAN,80.1
1988,RUSH,93.1
1988,SHELBY,80.1
1988,TIPTON,105.1
1988,BLACKFORD,78.1
1988,DELAWARE,80.1
1988,FAYETTE,76.1
1988,HENRY,76.1
1988,JAY,70.1
1988,RANDOLPH,73.1
1988,UNION,88.1
1988,WAYNE,68.1
1988,CARROLL,90.1
1988,CASS,84.1
1988,ELKHART,89.1
1988,FULTON,72.1
1988,KOSCIUSKO,82.1
1988,MARSHALL,87.1
1988,MIAMI,80.1
1988,ST. JOSEPH,85.1
1988,WABASH,75.1
1988,ADAMS,85.1
1988,ALLEN,100.1
1988,DE KALB,65.1
1988,HUNTINGTON,80.1
1988,LAGRANGE,80.1
1988,NOBLE,92.1
1988,STEUBEN,70.1
1988,WELLS,90.1
1988,WHITLEY,80.1
1988,BENTON,74.1
1988,JASPER,62.1
1988,LA PORTE,86.1
1988,LAKE,55.1
1988,NEWTON,65.1
1988,PORTER,70.1
1988,PULASKI,70.1
1988,STARKE,70.1
1988,WHITE,83.1
1988,BROWN,82.1
1988,CRAWFORD,73.1
1988,FLOYD,70.1
1988,HARRISON,71.1
1988,JACKSON,74.1
1988,LAWRENCE,70.1
1988,MONROE,75.1
1988,ORANGE,78.1
1988,PERRY,77.1
1988,WASHINGTON,75.1
1988,CLARK,80.1
1988,DEARBORN,87.1
1988,FRANKLIN,86.1
1988,JEFFERSON,88.1
1988,JENNINGS,90.1
1988,OHIO,80.1
1988,RIPLEY,95.1
1988,SCOTT,93.1
1988,SWITZERLAND,83.1
1988,DAVIESS,92.1
1988,DUBOIS,89.1
1988,GIBSON,87.1
1988,GREENE,80.1
1988,KNOX,93.1
1988,MARTIN,80.1
1988,PIKE,87.1
1988,POSEY,102.1
1988,SPENCER,92.1
1988,SULLIVAN,90.1
1988,VANDERBURGH,92.1
1988,WARRICK,95.1
1988,CLAY,92.1
1988,FOUNTAIN,80.1
1988,MONTGOMERY,84.1
1988,OWEN,78.1
1988,PARKE,80.1
1988,PUTNAM,82.1
1988,TIPPECANOE,85.1
1988,VERMILLION,89.1
1988,VIGO,91.1
1988,WARREN,76.1
1987,BARTHOLOMEW,135.2
1987,BOONE,144.2
1987,CLINTON,147.2
1987,DECATUR,146.2
1987,GRANT,147.2
1987,HAMILTON,145.2
1987,HANCOCK,144.2
1987,HENDRICKS,143.2
1987,HOWARD,148.2
1987,JOHNSON,141.2
1987,MADISON,150.2
1987,MARION,136.2
1987,MORGAN,143.2
1987,RUSH,146.2
1987,SHELBY,142.2
1987,TIPTON,146.2
1987,BLACKFORD,132.2
1987,DELAWARE,141.2
1987,FAYETTE,135.2
1987,HENRY,136.2
1987,JAY,129.2
1987,RANDOLPH,133.2
1987,UNION,133.2
1987,WAYNE,130.2
1987,CARROLL,146.2
1987,CASS,137.2
1987,ELKHART,128.2
1987,FULTON,125.2
1987,KOSCIUSKO,124.2
1987,MARSHALL,126.2
1987,MIAMI,137.2
1987,ST. JOSEPH,128.2
1987,WABASH,140.2
1987,ADAMS,133.2
1987,ALLEN,124.2
1987,DE KALB,104.1
1987,HUNTINGTON,132.2
1987,LAGRANGE,120.2
1987,NOBLE,113.1
1987,STEUBEN,109.1
1987,WELLS,134.2
1987,WHITLEY,118.2
1987,BENTON,143.2
1987,JASPER,138.2
1987,LA PORTE,137.2
1987,LAKE,127.2
1987,NEWTON,138.2
1987,PORTER,134.2
1987,PULASKI,130.2
1987,STARKE,118.2
1987,WHITE,144.2
1987,BROWN,109.1
1987,CRAWFORD,101.1
1987,FLOYD,103.1
1987,HARRISON,104.1
1987,JACKSON,120.2
1987,LAWRENCE,111.1
1987,MONROE,119.2
1987,ORANGE,122.2
1987,PERRY,105.1
1987,WASHINGTON,108.1
1987,CLARK,109.1
1987,DEARBORN,116.2
1987,FRANKLIN,132.2
1987,JEFFERSON,115.1
1987,JENNINGS,122.2
1987,OHIO,105.1
1987,RIPLEY,128.2
1987,SCOTT,118.2
1987,SWITZERLAND,111.1
1987,DAVIESS,138.2
1987,DUBOIS,125.2
1987,GIBSON,138.2
1987,GREENE,136.2
1987,KNOX,145.2
1987,MARTIN,125.2
1987,PIKE,129.2
1987,POSEY,136.2
1987,SPENCER,113.1
1987,SULLIVAN,138.2
1987,VANDERBURGH,129.2
1987,WARRICK,119.2
1987,CLAY,142.2
1987,FOUNTAIN,140.2
1987,MONTGOMERY,147.2
1987,OWEN,126.2
1987,PARKE,139.2
1987,PUTNAM,140.2
1987,TIPPECANOE,142.2
1987,VERMILLION,149.2
1987,VIGO,137.2
1987,WARREN,142.2
1986,BARTHOLOMEW,135.8
1986,BOONE,129.8
1986,CLINTON,128.8
1986,DECATUR,134.8
1986,GRANT,133.8
1986,HAMILTON,119.8
1986,HANCOCK,119.8
1986,HENDRICKS,126.8
1986,HOWARD,134.8
1986,JOHNSON,122.8
1986,MADISON,133.8
1986,MARION,115.8
1986,MORGAN,130.8
1986,RUSH,125.8
1986,SHELBY,119.8
1986,TIPTON,130.8
1986,BLACKFORD,119.8
1986,DELAWARE,122.8
1986,FAYETTE,113.8
1986,HENRY,112.8
1986,JAY,115.8
1986,RANDOLPH,113.8
1986,UNION,121.8
1986,WAYNE,116.8
1986,CARROLL,128.8
1986,CASS,119.8
1986,ELKHART,127.8
1986,FULTON,107.9
1986,KOSCIUSKO,118.8
1986,MARSHALL,117.8
1986,MIAMI,123.8
1986,ST. JOSEPH,121.8
1986,WABASH,127.8
1986,ADAMS,131.8
1986,ALLEN,129.8
1986,DE KALB,109.9
1986,HUNTINGTON,127.8
1986,LAGRANGE,117.8
1986,NOBLE,119.8
1986,STEUBEN,113.8
1986,WELLS,134.8
1986,WHITLEY,121.8
1986,BENTON,111.8
1986,JASPER,113.8
1986,LA PORTE,127.8
1986,LAKE,110.9
1986,NEWTON,107.9
1986,PORTER,117.8
1986,PULASKI,106.9
1986,STARKE,107.9
1986,WHITE,109.9
1986,BROWN,105.9
1986,CRAWFORD,103.9
1986,FLOYD,107.9
1986,HARRISON,99.9
1986,JACKSON,113.8
1986,LAWRENCE,115.8
1986,MONROE,114.8
1986,ORANGE,121.8
1986,PERRY,103.9
1986,WASHINGTON,111.8
1986,CLARK,107.9
1986,DEARBORN,113.8
1986,FRANKLIN,116.8
1986,JEFFERSON,111.8
1986,JENNINGS,119.8
1986,OHIO,99.9
1986,RIPLEY,120.8
1986,SCOTT,121.8
1986,SWITZERLAND,97.9
1986,DAVIESS,132.8
1986,DUBOIS,125.8
1986,GIBSON,121.8
1986,GREENE,115.8
1986,KNOX,127.8
1986,MARTIN,121.8
1986,PIKE,123.8
1986,POSEY,127.8
1986,SPENCER,118.8
1986,SULLIVAN,129.8
1986,VANDERBURGH,120.8
1986,WARRICK,113.8
1986,CLAY,135.8
1986,FOUNTAIN,120.8
1986,MONTGOMERY,131.8
1986,OWEN,122.8
1986,PARKE,119.8
1986,PUTNAM,129.8
1986,TIPPECANOE,121.8
1986,VERMILLION,132.8
1986,VIGO,131.8
1986,WARREN,125.8
1985,BARTHOLOMEW,132.8
1985,BOONE,133.8
1985,CLINTON,132.8
1985,DECATUR,133.8
1985,GRANT,142.9
1985,HAMILTON,126.8
1985,HANCOCK,142.9
1985,HENDRICKS,136.9
1985,HOWARD,142.9
1985,JOHNSON,135.9
1985,MADISON,138.9
1985,MARION,133.8
1985,MORGAN,134.8
1985,RUSH,145.9
1985,SHELBY,133.8
1985,TIPTON,134.8
1985,BLACKFORD,127.8
1985,DELAWARE,126.8
1985,FAYETTE,133.8
1985,HENRY,126.8
1985,JAY,118.7
1985,RANDOLPH,124.8
1985,UNION,135.9
1985,WAYNE,128.8
1985,CARROLL,128.8
1985,CASS,126.8
1985,ELKHART,110.7
1985,FULTON,114.7
1985,KOSCIUSKO,94.6
1985,MARSHALL,93.6
1985,MIAMI,128.8
1985,ST. JOSEPH,108.7
1985,WABASH,117.7
1985,ADAMS,117.7
1985,ALLEN,124.8
1985,DE KALB,106.7
1985,HUNTINGTON,118.7
1985,LAGRANGE,106.7
1985,NOBLE,106.7
1985,STEUBEN,106.7
1985,WELLS,122.8
1985,WHITLEY,100.6
1985,BENTON,134.8
1985,JASPER,118.7
1985,LA PORTE,118.7
1985,LAKE,114.7
1985,NEWTON,132.8
1985,PORTER,103.7
1985,PULASKI,110.7
1985,STARKE,94.6
1985,WHITE,124.8
